1994.0,1.0,1.0,-5.612,nan,1.0
1994.0,1.0,2.0,-12.487,nan,1.0
1994.0,1.0,3.0,-9.492,nan,1.0
1994.0,1.0,4.0,-7.104,nan,1.0
1994.0,1.0,5.0,-14.696,nan,1.0
1994.0,1.0,6.0,-10.788,nan,1.0
1994.0,1.0,7.0,-9.237,nan,1.0
1994.0,1.0,8.0,-8.958,nan,1.0
1994.0,1.0,9.0,-10.496,nan,1.0
1994.0,1.0,10.0,-4.579,nan,1.0
1994.0,1.0,11.0,-8.692,nan,1.0
1994.0,1.0,12.0,-8.067,nan,1.0
1994.0,1.0,13.0,-13.583,nan,1.0
1994.0,1.0,14.0,-18.65,nan,1.0
1994.0,1.0,15.0,-19.55,nan,1.0
1994.0,1.0,16.0,-15.617,nan,1.0
1994.0,1.0,17.0,-14.779,nan,1.0
1994.0,1.0,18.0,-22.912,nan,1.0
1994.0,1.0,19.0,-20.417,nan,1.0
1994.0,1.0,20.0,-13.467,nan,1.0
1994.0,1.0,21.0,-7.808,nan,1.0
1994.0,1.0,22.0,-8.254,nan,1.0
1994.0,1.0,23.0,-5.525,nan,1.0
1994.0,1.0,24.0,-7.017,nan,1.0
1994.0,1.0,25.0,-11.578,nan,1.0
1994.0,1.0,26.0,-14.475,nan,1.0
1994.0,1.0,27.0,-10.604,nan,1.0
1994.0,1.0,28.0,-5.742,nan,1.0
1994.0,1.0,29.0,-12.967,nan,1.0
1994.0,1.0,30.0,-13.75,nan,1.0
1994.0,1.0,31.0,-14.346,nan,1.0
1994.0,2.0,1.0,-14.608,nan,1.0
1994.0,2.0,2.0,-12.883,nan,1.0
1994.0,2.0,3.0,-14.654,nan,1.0
1994.0,2.0,4.0,-15.508,nan,1.0
1994.0,2.0,5.0,-15.442,nan,1.0
1994.0,2.0,6.0,-17.365,nan,1.0
1994.0,2.0,7.0,-22.733,nan,1.0
1994.0,2.0,8.0,-19.921,nan,1.0
1994.0,2.0,9.0,-18.137,nan,1.0
1994.0,2.0,10.0,-16.308,nan,1.0
1994.0,2.0,11.0,-9.438,nan,1.0
1994.0,2.0,12.0,-6.513,nan,1.0
1994.0,2.0,13.0,-10.35,nan,1.0
1994.0,2.0,14.0,-11.175,nan,1.0
1994.0,2.0,15.0,-4.396,nan,1.0
1994.0,2.0,16.0,-5.304,nan,1.0
1994.0,2.0,17.0,-1.067,nan,1.0
1994.0,2.0,18.0,-0.737,nan,1.0
1994.0,2.0,19.0,4.659,nan,1.0
1994.0,2.0,20.0,-2.187,nan,1.0
1994.0,2.0,21.0,-8.452,nan,1.0
1994.0,2.0,22.0,-13.612,nan,1.0
1994.0,2.0,23.0,-11.2,nan,1.0
1994.0,2.0,24.0,-11.217,nan,1.0
1994.0,2.0,25.0,-12.425,nan,1.0
1994.0,2.0,26.0,-13.558,nan,1.0
1994.0,2.0,27.0,-11.417,nan,1.0
1994.0,2.0,28.0,-6.042,nan,1.0
1994.0,3.0,1.0,-6.004,nan,1.0
1994.0,3.0,2.0,-2.85,nan,1.0
1994.0,3.0,3.0,-0.304,nan,1.0
1994.0,3.0,4.0,0.496,nan,1.0
1994.0,3.0,5.0,0.662,nan,1.0
1994.0,3.0,6.0,1.438,nan,1.0
1994.0,3.0,7.0,-0.509,nan,1.0
1994.0,3.0,8.0,-7.55,nan,1.0
1994.0,3.0,9.0,-5.104,nan,1.0
1994.0,3.0,10.0,-4.504,nan,1.0
1994.0,3.0,11.0,-4.608,nan,1.0
1994.0,3.0,12.0,-0.721,nan,1.0
1994.0,3.0,13.0,-0.433,nan,1.0
1994.0,3.0,14.0,0.417,nan,1.0
1994.0,3.0,15.0,-3.667,nan,1.0
1994.0,3.0,16.0,-9.787,nan,1.0
1994.0,3.0,17.0,-7.567,nan,1.0
1994.0,3.0,18.0,-6.35,nan,1.0
1994.0,3.0,19.0,-3.933,nan,1.0
1994.0,3.0,20.0,-1.508,nan,1.0
1994.0,3.0,21.0,1.083,nan,1.0
1994.0,3.0,22.0,4.662,nan,1.0
1994.0,3.0,23.0,-1.742,nan,1.0
1994.0,3.0,24.0,-4.242,nan,1.0
1994.0,3.0,25.0,-3.7,nan,1.0
1994.0,3.0,26.0,-1.817,nan,1.0
1994.0,3.0,27.0,0.033,nan,1.0
1994.0,3.0,28.0,-1.725,nan,1.0
1994.0,3.0,29.0,-4.321,nan,1.0
1994.0,3.0,30.0,-3.825,nan,1.0
1994.0,3.0,31.0,1.125,nan,1.0
1994.0,4.0,1.0,0.133,nan,1.0
1994.0,4.0,2.0,-2.946,nan,1.0
1994.0,4.0,3.0,-3.317,nan,1.0
1994.0,4.0,4.0,-1.1,nan,1.0
1994.0,4.0,5.0,-5.842,nan,1.0
1994.0,4.0,6.0,-4.812,nan,1.0
1994.0,4.0,7.0,-1.592,nan,1.0
1994.0,4.0,8.0,1.325,nan,1.0
1994.0,4.0,9.0,2.517,nan,1.0
1994.0,4.0,10.0,2.392,nan,1.0
1994.0,4.0,11.0,4.471,nan,1.0
1994.0,4.0,12.0,4.104,nan,1.0
1994.0,4.0,13.0,2.033,nan,1.0
1994.0,4.0,14.0,4.896,nan,1.0
1994.0,4.0,15.0,3.967,nan,1.0
1994.0,4.0,16.0,-0.171,nan,1.0
1994.0,4.0,17.0,2.663,nan,1.0
1994.0,4.0,18.0,7.571,nan,1.0
1994.0,4.0,19.0,3.817,nan,1.0
1994.0,4.0,20.0,1.525,nan,1.0
1994.0,4.0,21.0,1.092,nan,1.0
1994.0,4.0,22.0,2.925,nan,1.0
1994.0,4.0,23.0,8.617,nan,1.0
1994.0,4.0,24.0,8.442,nan,1.0
1994.0,4.0,25.0,1.142,nan,1.0
1994.0,4.0,26.0,1.754,nan,1.0
1994.0,4.0,27.0,-1.129,nan,1.0
1994.0,4.0,28.0,-1.279,nan,1.0
