like1,par1,par2,par3,par4,par5,par6,par7,par8
1.3295496828514353,0.38054070834575005,-0.9345385986830275,-0.8779962989297989,10.045088531956727,0.0204,0.8046874104034469,0.0679,0.000522
1.3295496828514353,0.38054070834575005,-0.9345385986830275,-0.8779962989297989,10.045088531956727,0.0204,0.8046874104034469,0.0679,0.000522
1.2333917171086286,0.28303182408362737,-1.0809399220958693,-1.017022223165821,29.018649648365376,0.0204,0.999,0.0679,0.04192115015375234
1.2160997462309815,0.24378236722136748,-1.0656391842496082,-1.0221771912825062,39.7,0.0204,0.999,0.0679,0.000522
1.2160997462309815,0.24378236722136748,-1.0656391842496082,-1.0221771912825062,39.7,0.0204,0.999,0.0679,0.000522
1.2160997462309815,0.24378236722136748,-1.0656391842496082,-1.0221771912825062,39.7,0.0204,0.999,0.0679,0.000522
1.2160997462309815,0.24378236722136748,-1.0656391842496082,-1.0221771912825062,39.7,0.0204,0.999,0.0679,0.000522
1.213115965623436,0.231760150232538,-1.1562550028966134,-1.096624297235342,31.23666592474461,0.0204,0.9014869141673822,0.0679,0.000522
1.213115965623436,0.231760150232538,-1.1562550028966134,-1.096624297235342,31.23666592474461,0.0204,0.9014869141673822,0.0679,0.000522
1.2062475292059895,0.22664561203567943,-1.1701498561900374,-1.115791448373698,29.88486275317007,0.0204,0.8720383297334079,0.0679,0.000522
1.2062475292059895,0.22664561203567943,-1.1701498561900374,-1.115791448373698,29.88486275317007,0.0204,0.8720383297334079,0.0679,0.000522
1.1729675992760924,0.316287264656145,-1.1197975815130143,-1.0454491251766802,29.163736218519794,0.0204,0.6252426580937562,0.0679,0.10556374362243054
1.1729675992760924,0.316287264656145,-1.1197975815130143,-1.0454491251766802,29.163736218519794,0.0204,0.6252426580937562,0.0679,0.10556374362243054
1.1694644489759398,0.27222095633025145,-1.152633651406567,-1.0869528288811994,21.079313312860727,0.0204,0.689789978021526,0.0679,0.04194263743849133
1.1638840603524583,0.20184801311857967,-1.2252490146205055,-1.1630297981908173,14.417887108131042,0.0204,0.6717065792108313,17.789430798477873,0.000522
1.1535701237268752,0.2383451962402145,-1.2308606593503268,-1.1608758160922,21.4100244521445,0.0204,0.41548849447469416,12.638346257096783,0.000522
1.1535701237268752,0.2383451962402145,-1.2308606593503268,-1.1608758160922,21.4100244521445,0.0204,0.41548849447469416,12.638346257096783,0.000522
1.1535701237268752,0.2383451962402145,-1.2308606593503268,-1.1608758160922,21.4100244521445,0.0204,0.41548849447469416,12.638346257096783,0.000522
1.1419365446500174,0.24196498404508368,-1.2374212590831246,-1.1611294668316827,22.090704111140994,0.0204,0.46368946813160394,18.821744080192275,0.000522
1.1419365446500174,0.24196498404508368,-1.2374212590831246,-1.1611294668316827,22.090704111140994,0.0204,0.46368946813160394,18.821744080192275,0.000522
1.1416840256620056,0.25119711702225234,-1.2383275085613108,-1.1577835186325631,18.76835409888787,0.0204,0.5151452871639749,18.870548828688126,0.000522
1.1416840256620056,0.25119711702225234,-1.2383275085613108,-1.1577835186325631,18.76835409888787,0.0204,0.5151452871639749,18.870548828688126,0.000522
1.1416840256620056,0.25119711702225234,-1.2383275085613108,-1.1577835186325631,18.76835409888787,0.0204,0.5151452871639749,18.870548828688126,0.000522
1.1335748428435521,0.23937360352859738,-1.2366225585228503,-1.1613157142666395,18.475219235168556,0.0204,0.5626410250614824,19.63755272615507,0.000522
1.1335748428435521,0.23937360352859738,-1.2366225585228503,-1.1613157142666395,18.475219235168556,0.0204,0.5626410250614824,19.63755272615507,0.000522
1.1335748428435521,0.23937360352859738,-1.2366225585228503,-1.1613157142666395,18.475219235168556,0.0204,0.5626410250614824,19.63755272615507,0.000522
1.1297225301463325,0.2325567035844629,-1.2467522278563554,-1.1725119495534244,18.21068880139942,0.0204,0.579757995882158,22.34255001701012,0.000522
1.1297225301463325,0.2325567035844629,-1.2467522278563554,-1.1725119495534244,18.21068880139942,0.0204,0.579757995882158,22.34255001701012,0.000522
1.1267809917535314,0.21552618078224642,-1.274507261719757,-1.2008835155716644,22.60966975318073,0.0204,0.5218460367995787,45.37254390137965,0.000522
1.1239409154075861,0.18415380974802575,-1.3044925927332287,-1.23737190980729,13.56954556576869,0.0204,0.6175450400835677,71.97979081240265,0.000522
